CustomerID,Recency,Frequency,IsChurned_Rule
14066.0,267,1,1
14067.0,64,2,1
14068.0,320,1,1
14071.0,4,8,0
14073.0,32,1,1
14075.0,5,3,0
14076.0,129,1,1
14077.0,41,5,0
14078.0,102,6,1
14079.0,125,1,1
14080.0,33,1,1
14081.0,302,2,1
14082.0,365,1,1
14083.0,4,9,0
14085.0,2,18,0
14087.0,3,1,1
14088.0,10,13,0
14089.0,57,1,1
14090.0,325,1,1
14092.0,8,14,0
14093.0,12,1,1
14096.0,4,17,0
14098.0,37,1,1
14099.0,16,11,0
14100.0,138,1,1
14101.0,74,6,0
14102.0,5,5,0
14104.0,155,2,1
14105.0,239,1,1
14107.0,52,7,0
14108.0,31,2,1
14109.0,73,1,1
14110.0,4,12,0
14111.0,14,4,0
14112.0,23,7,0
14113.0,4,4,0
14114.0,274,2,1
14116.0,20,5,0
14117.0,144,1,1
14121.0,4,4,0
14124.0,84,1,1
14125.0,11,3,0
14126.0,8,3,0
14127.0,123,3,1
14128.0,61,2,1
14129.0,2,5,0
14130.0,319,1,1
14132.0,2,11,0
14133.0,130,3,1
14135.0,2,15,0
14138.0,2,2,1
14139.0,46,1,1
14140.0,4,2,1
14141.0,3,4,0
14142.0,373,1,1
14143.0,134,1,1
14145.0,47,4,0
14146.0,9,5,0
14147.0,78,2,1
14148.0,234,1,1
14149.0,221,1,1
14150.0,36,2,1
14152.0,75,2,1
14154.0,239,2,1
14155.0,266,1,1
14156.0,10,55,0
14157.0,20,2,1
14158.0,40,1,1
14159.0,20,11,0
14161.0,216,3,1
14162.0,174,2,1
14163.0,87,4,0
14164.0,71,2,1
14165.0,276,1,1
14167.0,39,4,0
14171.0,98,1,1
14173.0,11,4,0
14174.0,33,1,1
14175.0,60,3,0
14176.0,297,4,1
14177.0,86,4,0
14178.0,9,7,0
14179.0,41,2,1
14180.0,11,25,0
14184.0,67,1,1
14185.0,331,1,1
14188.0,31,6,0
14189.0,2,15,0
14191.0,2,13,0
14193.0,68,2,1
14194.0,5,21,0
14195.0,202,2,1
14196.0,107,1,1
14198.0,18,4,0
14199.0,218,1,1
14201.0,60,7,0
14204.0,2,1,1
14205.0,17,2,1
14206.0,239,1,1
14208.0,95,1,1
14209.0,11,6,0
14210.0,106,6,1
14211.0,53,9,0
14212.0,90,1,1
14214.0,31,5,0
14215.0,12,6,0
14216.0,3,4,0
14217.0,2,17,0
14218.0,43,1,1
14219.0,4,1,1
14220.0,247,2,1
14221.0,42,9,0
14222.0,177,1,1
14223.0,92,3,1
14224.0,110,4,1
14226.0,29,5,0
14227.0,26,10,0
14229.0,52,3,0
14231.0,184,3,1
14232.0,43,5,0
14233.0,49,4,0
14234.0,22,4,0
14235.0,75,5,0
14236.0,81,2,1
14237.0,373,1,1
14238.0,326,1,1
14239.0,43,11,0
14240.0,30,2,1
14241.0,184,1,1
14242.0,235,2,1
14243.0,9,10,0
14245.0,220,2,1
14246.0,111,3,1
14247.0,278,1,1
14248.0,318,1,1
14250.0,7,3,0
14251.0,2,5,0
14256.0,260,2,1
14257.0,64,5,0
14258.0,9,9,0
14259.0,142,1,1
14261.0,51,2,1
14262.0,8,8,0
14264.0,155,2,1
14265.0,109,2,1
14267.0,163,3,1
14270.0,332,1,1
14271.0,226,1,1
14272.0,74,2,1
14273.0,51,4,0
14276.0,99,3,1
14277.0,15,3,0
14280.0,197,1,1
14282.0,3,15,0
14284.0,31,2,1
14285.0,21,4,0
14286.0,24,3,0
14287.0,8,3,0
14288.0,213,1,1
14289.0,9,6,0
14290.0,11,5,0
14291.0,2,11,0
14292.0,8,9,0
14293.0,3,4,0
14295.0,40,1,1
14297.0,18,4,0
14298.0,8,44,0
14299.0,8,9,0
14300.0,19,1,1
14301.0,117,1,1
14304.0,223,1,1
14305.0,71,3,0
14306.0,51,2,1
14307.0,89,6,0
14309.0,8,9,0
14311.0,243,1,1
14312.0,47,6,0
14314.0,107,1,1
14315.0,45,6,0
14317.0,65,1,1
14320.0,207,2,1
14321.0,11,5,0
14323.0,115,2,1
14326.0,242,1,1
14327.0,163,1,1
14329.0,17,7,0
14331.0,124,2,1
14332.0,23,3,0
14333.0,68,1,1
14334.0,17,8,0
14335.0,16,2,1
14336.0,17,4,0
14338.0,161,2,1
14339.0,243,1,1
14340.0,219,1,1
14341.0,45,8,0
14342.0,21,4,0
14344.0,127,8,1
14345.0,39,1,1
14346.0,121,2,1
14348.0,260,1,1
14349.0,10,1,1
14350.0,274,1,1
14351.0,165,1,1
14352.0,157,4,1
14353.0,215,1,1
14354.0,6,2,1
14355.0,366,1,1
14356.0,80,2,1
14357.0,43,1,1
14359.0,19,3,0
14360.0,32,4,0
14362.0,22,1,1
14364.0,109,8,1
14367.0,8,16,0
14368.0,320,1,1
14371.0,295,1,1
14373.0,358,1,1
14375.0,185,1,1
14377.0,191,2,1
14379.0,44,2,1
14381.0,52,1,1
14382.0,26,1,1
14383.0,38,3,0
14385.0,9,3,0
14386.0,297,1,1
14387.0,33,3,0
14388.0,10,8,0
14389.0,65,2,1
14390.0,10,9,0
14393.0,218,1,1
14395.0,2,9,0
14396.0,65,2,1
14397.0,3,19,0
14400.0,149,1,1
14401.0,4,13,0
14403.0,130,4,1
14404.0,34,6,0
14406.0,119,1,1
14407.0,107,6,1
14408.0,11,7,0
14409.0,71,6,0
14410.0,92,9,1
14411.0,311,1,1
14412.0,43,2,1
14413.0,362,1,1
14414.0,92,7,1
14415.0,1,13,0
14416.0,22,2,1
14418.0,4,3,0
14419.0,11,6,0
14420.0,99,1,1
14421.0,57,2,1
14422.0,1,6,0
14423.0,218,1,1
14424.0,18,1,1
14426.0,24,10,0
14427.0,50,2,1
14428.0,7,5,0
14431.0,303,1,1
14432.0,10,6,0
14434.0,22,6,0
14436.0,99,1,1
14437.0,366,1,1
14438.0,306,1,1
14439.0,320,1,1
14440.0,8,5,0
14441.0,1,4,0
14442.0,205,2,1
14443.0,54,4,0
14446.0,1,4,0
14447.0,19,5,0
14448.0,9,2,1
14449.0,19,4,0
14450.0,181,3,1
14451.0,60,2,1
14452.0,11,2,1
14453.0,190,1,1
14456.0,5,9,0
14457.0,311,1,1
14459.0,155,1,1
14460.0,110,3,1
14461.0,148,3,1
14462.0,66,11,0
14463.0,98,3,1
14465.0,247,3,1
14466.0,29,7,0
14467.0,18,4,0
14470.0,12,2,1
14472.0,104,8,1
14473.0,74,2,1
14474.0,46,1,1
14475.0,72,3,0
14476.0,257,1,1
14477.0,20,4,0
14479.0,254,2,1
14480.0,11,1,1
14481.0,165,2,1
14482.0,18,6,0
14483.0,282,1,1
14484.0,50,1,1
14485.0,39,1,1
14487.0,27,6,0
14488.0,68,1,1
14489.0,207,1,1
14491.0,175,2,1
14493.0,7,5,0
14494.0,26,1,1
14495.0,51,2,1
14496.0,312,2,1
14497.0,309,1,1
14498.0,43,5,0
14499.0,26,3,0
14500.0,88,3,0
14501.0,184,2,1
14502.0,20,11,0
14503.0,3,6,0
14504.0,47,4,0
14505.0,17,8,0
14506.0,17,5,0
14507.0,24,6,0
14508.0,22,2,1
14511.0,11,5,0
14512.0,188,2,1
14513.0,101,3,1
14514.0,61,3,0
14515.0,18,6,0
14517.0,33,2,1
14518.0,64,1,1
14520.0,2,2,1
14522.0,24,4,0
14523.0,108,1,1
14524.0,32,9,0
14525.0,20,9,0
14527.0,3,55,0
14528.0,37,1,1
14529.0,60,3,0
14530.0,26,6,0
14532.0,236,4,1
14533.0,25,7,0
14534.0,3,18,0
14535.0,60,3,0
14536.0,260,1,1
14537.0,58,1,1
14538.0,65,2,1
14539.0,16,2,1
14540.0,10,3,0
14541.0,59,8,0
14542.0,186,1,1
14543.0,29,16,0
14544.0,24,2,1
14546.0,5,5,0
14547.0,4,8,0
14548.0,151,2,1
14549.0,311,1,1
14550.0,11,2,1
14551.0,18,2,1
14552.0,152,1,1
14553.0,19,5,0
14554.0,10,4,0
14555.0,57,2,1
14557.0,85,1,1
14560.0,7,22,0
14561.0,76,3,0
14562.0,4,18,0
14565.0,96,4,1
14566.0,111,1,1
14567.0,57,2,1
14569.0,1,1,1
14570.0,281,2,1
14572.0,3,7,0
14573.0,180,9,1
14576.0,372,1,1
14577.0,13,4,0
14578.0,3,1,1
14581.0,17,1,1
14582.0,41,1,1
14583.0,6,5,0
14584.0,169,4,1
14585.0,50,1,1
14586.0,277,1,1
14587.0,19,9,0
14589.0,372,1,1
14591.0,15,4,0
14592.0,35,3,0
14593.0,22,3,0
14594.0,7,2,1
14595.0,20,6,0
14597.0,11,2,1
14598.0,44,1,1
14600.0,306,1,1
14601.0,11,1,1
14603.0,275,1,1
14606.0,1,93,0
14607.0,16,14,0
14608.0,4,4,0
14609.0,72,4,0
14616.0,243,3,1
14618.0,9,3,0
14619.0,246,1,1
14620.0,206,2,1
14621.0,1,5,0
14622.0,185,1,1
14623.0,32,5,0
14624.0,57,2,1
14625.0,196,2,1
14626.0,24,4,0
14628.0,91,2,1
14629.0,4,2,1
14631.0,51,3,0
14632.0,263,1,1
14633.0,266,1,1
14636.0,36,2,1
14638.0,51,1,1
14639.0,52,6,0
14640.0,24,6,0
14641.0,22,1,1
14642.0,59,1,1
14643.0,170,2,1
14644.0,68,2,1
14645.0,157,2,1
14646.0,2,73,0
14647.0,201,1,1
14649.0,5,4,0
14651.0,67,2,1
14652.0,77,1,1
14653.0,1,7,0
14655.0,8,4,0
14656.0,169,2,1
14657.0,18,4,0
14658.0,5,2,1
14659.0,9,9,0
14660.0,87,2,1
14661.0,27,1,1
14662.0,29,4,0
14664.0,20,2,1
14665.0,61,5,0
14666.0,24,1,1
14667.0,11,25,0
14669.0,242,3,1
14670.0,280,2,1
14672.0,235,2,1
14673.0,3,5,0
14675.0,16,1,1
14676.0,31,6,0
14680.0,25,16,0
14681.0,71,3,0
14682.0,188,2,1
14684.0,26,5,0
14687.0,107,1,1
14688.0,8,21,0
14689.0,209,1,1
14690.0,44,2,1
14691.0,31,5,0
14692.0,137,4,1
14693.0,265,1,1
14696.0,4,7,0
14697.0,218,2,1
14698.0,2,5,0
14699.0,214,1,1
14700.0,32,3,0
14701.0,11,9,0
14702.0,1,17,0
14703.0,15,1,1
14704.0,11,9,0
14705.0,199,1,1
14708.0,3,3,0
14709.0,15,13,0
14710.0,14,4,0
14711.0,10,11,0
14712.0,29,3,0
14713.0,9,11,0
14714.0,24,1,1
14715.0,25,4,0
14716.0,43,2,1
14719.0,2,5,0
14720.0,6,3,0
14722.0,147,1,1
14723.0,10,6,0
14725.0,25,1,1
14727.0,274,1,1
14729.0,374,1,1
14730.0,1,8,0
14731.0,47,3,0
14732.0,8,8,0
14733.0,16,12,0
14735.0,4,32,0
14737.0,4,3,0
14738.0,43,7,0
14739.0,4,7,0
14740.0,197,3,1
14741.0,12,6,0
14744.0,16,7,0
14745.0,113,5,1
14747.0,249,1,1
14748.0,29,5,0
14752.0,44,1,1
14753.0,87,1,1
14754.0,45,2,1
14755.0,10,11,0
14756.0,15,1,1
14757.0,75,1,1
14758.0,145,4,1
14759.0,5,3,0
14760.0,297,1,1
14761.0,59,2,1
14762.0,264,1,1
14764.0,47,1,1
14765.0,29,3,0
14766.0,8,6,0
14768.0,17,2,1
14769.0,3,8,0
14770.0,232,2,1
14772.0,112,1,1
14775.0,58,3,0
14776.0,51,11,0
14778.0,127,2,1
14779.0,281,3,1
14780.0,55,2,1
14782.0,320,1,1
14784.0,26,2,1
14785.0,10,2,1
14788.0,7,2,1
14789.0,29,1,1
14790.0,17,4,0
14792.0,64,1,1
14793.0,21,1,1
14794.0,3,7,0
14795.0,166,1,1
14796.0,1,17,0
14798.0,53,3,0
14799.0,51,1,1
14800.0,48,12,0
14801.0,61,1,1
14803.0,162,3,1
14804.0,9,1,1
14805.0,15,4,0
14806.0,75,1,1
14808.0,40,8,0
14810.0,41,11,0
14813.0,370,2,1
14815.0,37,2,1
14816.0,197,1,1
14817.0,200,2,1
14818.0,74,3,0
14819.0,64,2,1
14820.0,21,4,0
14821.0,367,1,1
14823.0,180,3,1
14824.0,10,4,0
14825.0,4,12,0
14828.0,197,3,1
14829.0,29,4,0
14830.0,53,1,1
14834.0,18,6,0
14836.0,10,3,0
14837.0,90,4,0
14840.0,268,1,1
14841.0,53,6,0
14842.0,44,4,0
14844.0,64,4,0
14847.0,149,1,1
14849.0,22,25,0
14850.0,312,1,1
14851.0,23,2,1
14852.0,58,6,0
14853.0,24,2,1
14854.0,78,7,0
14855.0,119,2,1
14856.0,36,3,0
14857.0,60,2,1
14859.0,13,4,0
14860.0,19,1,1
14861.0,52,1,1
14862.0,26,2,1
14863.0,29,1,1
14865.0,7,2,1
14866.0,11,12,0
14867.0,186,3,1
14868.0,3,8,0
14869.0,9,2,1
14870.0,262,1,1
14871.0,3,4,0
14873.0,210,1,1
14875.0,108,2,1
14878.0,13,9,0
14880.0,77,3,0
14881.0,20,1,1
14882.0,27,2,1
14883.0,19,6,0
14885.0,132,1,1
14886.0,253,1,1
14887.0,79,1,1
14888.0,207,1,1
14889.0,336,1,1
14890.0,254,1,1
14891.0,148,2,1
14893.0,10,2,1
14894.0,85,1,1
14895.0,8,20,0
14896.0,205,2,1
14897.0,8,4,0
14898.0,23,6,0
14901.0,11,9,0
14902.0,26,1,1
14903.0,21,5,0
14904.0,2,2,1
14905.0,158,2,1
14907.0,3,7,0
14908.0,74,1,1
14910.0,3,4,0
14911.0,1,201,0
14912.0,17,2,1
14913.0,36,4,0
14915.0,91,2,1
14916.0,71,4,0
14918.0,116,2,1
14920.0,213,2,1
14921.0,30,2,1
14923.0,51,1,1
14924.0,246,1,1
14929.0,32,1,1
14930.0,109,3,1
14931.0,5,5,0
14932.0,366,1,1
14934.0,82,2,1
14935.0,297,1,1
14936.0,34,8,0
14937.0,57,3,0
14944.0,30,12,0
14946.0,14,1,1
14947.0,72,2,1
14948.0,23,6,0
14950.0,19,1,1
14951.0,79,1,1
14952.0,60,11,0
14953.0,25,1,1
14954.0,12,1,1
14957.0,253,1,1
14958.0,147,3,1
14959.0,64,4,0
14960.0,8,2,1
14961.0,11,9,0
14962.0,271,1,1
14963.0,10,5,0
14964.0,247,1,1
14965.0,96,2,1
14966.0,15,1,1
14967.0,50,1,1
14968.0,30,1,1
14970.0,68,4,0
14971.0,35,3,0
14972.0,128,1,1
14973.0,107,3,1
14974.0,37,1,1
14975.0,57,1,1
14976.0,57,7,0
14978.0,72,5,0
14981.0,246,1,1
14984.0,19,2,1
14985.0,198,2,1
14987.0,16,2,1
14988.0,212,1,1
14995.0,39,2,1
14997.0,46,3,0
14998.0,170,2,1
15000.0,48,1,1
15002.0,116,4,1
15004.0,147,1,1
15005.0,16,28,0
15006.0,51,1,1
15007.0,159,1,1
15009.0,12,3,0
15010.0,36,1,1
15012.0,54,2,1
15014.0,43,2,1
15016.0,173,1,1
15017.0,34,1,1
15018.0,39,3,0
15019.0,267,1,1
15021.0,9,9,0
15022.0,12,4,0
15023.0,3,11,0
15024.0,10,10,0
15025.0,33,1,1
15026.0,80,3,0
15027.0,31,4,0
15028.0,8,4,0
15030.0,72,2,1
15031.0,4,4,0
15032.0,256,3,1
15033.0,5,10,0
15034.0,16,8,0
15035.0,90,1,1
15036.0,72,3,0
15038.0,59,6,0
15039.0,10,47,0
15041.0,170,1,1
15042.0,199,1,1
15043.0,31,1,1
15044.0,19,17,0
15045.0,152,2,1
15046.0,9,15,0
15047.0,270,1,1
15048.0,65,4,0
15049.0,274,1,1
15050.0,25,3,0
15051.0,23,3,0
15052.0,319,1,1
15053.0,5,3,0
15054.0,12,2,1
15057.0,275,2,1
15058.0,25,11,0
15059.0,41,9,0
15060.0,8,4,0
15061.0,4,48,0
15062.0,71,4,0
15063.0,213,1,1
15065.0,38,4,0
15066.0,53,1,1
15067.0,78,3,0
15068.0,46,2,1
15069.0,179,1,1
15070.0,373,1,1
15071.0,94,2,1
15073.0,10,3,0
15074.0,105,1,1
15075.0,78,1,1
15076.0,173,1,1
15078.0,7,32,0
15079.0,213,4,1
15081.0,22,5,0
15083.0,257,1,1
15087.0,282,1,1
15088.0,21,2,1
15089.0,10,6,0
15090.0,308,1,1
15091.0,68,1,1
15092.0,215,2,1
15093.0,18,6,0
15095.0,104,4,1
15096.0,43,1,1
15097.0,4,1,1
15098.0,182,3,1
15099.0,84,1,1
15100.0,334,3,1
15101.0,9,2,1
15103.0,31,2,1
15104.0,197,2,1
15105.0,18,7,0
15106.0,18,5,0
15107.0,311,6,1
15108.0,142,4,1
15109.0,246,1,1
15110.0,24,4,0
15111.0,29,3,0
15113.0,10,3,0
15114.0,30,10,0
15115.0,18,1,1
15116.0,18,4,0
15117.0,15,5,0
15118.0,134,1,1
15119.0,246,1,1
15120.0,134,1,1
15121.0,50,2,1
15122.0,114,3,1
15123.0,7,2,1
15124.0,23,2,1
15125.0,25,15,0
15127.0,66,1,1
15128.0,60,4,0
15129.0,50,11,0
15130.0,170,1,1
15132.0,18,5,0
15133.0,128,3,1
15134.0,15,8,0
15135.0,239,1,1
15136.0,3,4,0
15139.0,240,2,1
15140.0,52,7,0
15142.0,46,1,1
15143.0,226,1,1
15144.0,8,17,0
15145.0,4,4,0
15146.0,165,2,1
15147.0,240,1,1
15148.0,11,1,1
15149.0,134,1,1
15150.0,17,10,0
15152.0,10,13,0
15153.0,31,1,1
15154.0,75,1,1
15156.0,1,3,0
15157.0,4,3,0
15158.0,45,1,1
15159.0,2,30,0
15160.0,357,1,1
15163.0,18,2,1
15164.0,69,3,0
15165.0,373,1,1
15167.0,321,1,1
15168.0,26,1,1
15171.0,331,1,1
15172.0,9,5,0
15174.0,323,1,1
15175.0,72,1,1
15178.0,260,1,1
15179.0,18,5,0
15180.0,367,1,1
15181.0,66,3,0
15182.0,154,2,1
15184.0,29,2,1
15185.0,70,1,1
15186.0,14,2,1
15187.0,2,16,0
15189.0,1,41,0
15192.0,120,3,1
15193.0,61,1,1
15194.0,3,15,0
15195.0,3,1,1
15197.0,11,3,0
15198.0,92,2,1
15199.0,59,4,0
15201.0,87,5,0
15203.0,26,6,0
15204.0,357,1,1
15205.0,85,2,1
15206.0,10,4,0
15208.0,1,5,0
15210.0,225,1,1
15211.0,60,2,1
15212.0,241,1,1
15213.0,319,2,1
15214.0,2,8,0
15215.0,47,3,0
15216.0,88,1,1
15218.0,11,11,0
15219.0,176,1,1
15220.0,52,6,0
15221.0,366,1,1
15222.0,319,1,1
15223.0,226,2,1
15224.0,358,2,1
15225.0,234,1,1
15226.0,311,1,1
15227.0,37,5,0
15228.0,66,4,0
15230.0,239,2,1
15232.0,113,2,1
15234.0,277,1,1
15235.0,218,12,1
15236.0,299,1,1
15237.0,2,4,0
15238.0,29,3,0
15239.0,10,2,1
15240.0,45,5,0
15241.0,67,8,0
15243.0,74,1,1
15244.0,65,2,1
15245.0,134,3,1
15246.0,238,2,1
15247.0,122,1,1
15249.0,32,13,0
15251.0,9,11,0
15252.0,36,2,1
15253.0,16,5,0
15254.0,127,1,1
15255.0,67,1,1
15256.0,149,1,1
15257.0,283,1,1
15258.0,169,2,1
15260.0,100,7,1
15261.0,135,1,1
15262.0,324,1,1
15263.0,107,1,1
15264.0,64,1,1
15265.0,151,2,1
15266.0,338,1,1
15267.0,22,5,0
15269.0,24,1,1
15270.0,16,7,0
15271.0,7,15,0
15272.0,57,2,1
15274.0,4,2,1
15275.0,38,1,1
15276.0,66,1,1
15277.0,47,1,1
15279.0,355,1,1
15280.0,172,1,1
15281.0,59,9,0
15286.0,50,1,1
15287.0,22,2,1
15288.0,43,5,0
15289.0,29,3,0
15290.0,5,18,0
15291.0,26,15,0
15292.0,201,1,1
15296.0,51,6,0
15297.0,10,3,0
15298.0,2,12,0
15299.0,67,7,0
15300.0,64,1,1
15301.0,51,12,0
15303.0,290,1,1
15304.0,61,8,0
15306.0,64,3,0
15307.0,96,1,1
15308.0,274,1,1
15311.0,1,91,0
15312.0,75,4,0
15313.0,110,1,1
15314.0,199,1,1
15315.0,64,2,1
15316.0,327,1,1
15318.0,4,1,1
15319.0,284,1,1
15320.0,44,1,1
15321.0,71,3,0
15322.0,86,1,1
15325.0,104,1,1
15326.0,334,1,1
15327.0,53,1,1
15329.0,39,3,0
15330.0,32,2,1
15332.0,366,4,1
15333.0,208,1,1
15334.0,157,3,1
15335.0,54,1,1
15339.0,66,2,1
15341.0,81,1,1
15342.0,130,1,1
15343.0,87,1,1
15344.0,1,3,0
15345.0,46,1,1
15346.0,333,1,1
15347.0,366,1,1
15348.0,72,1,1
15349.0,158,2,1
15350.0,373,1,1
15351.0,12,7,0
15353.0,255,2,1
15355.0,29,2,1
15356.0,31,10,0
15358.0,5,22,0
15360.0,40,1,1
15361.0,362,1,1
15363.0,373,1,1
15364.0,96,2,1
15365.0,26,7,0
15366.0,75,2,1
15367.0,57,4,0
15368.0,21,1,1
15370.0,41,7,0
15372.0,137,1,1
15373.0,8,12,0
15374.0,129,1,1
15376.0,40,3,0
15379.0,169,7,1
15380.0,9,5,0
15381.0,214,2,1
15382.0,15,6,0
15384.0,170,2,1
15385.0,40,1,1
15386.0,186,1,1
15388.0,270,1,1
15389.0,172,1,1
15392.0,5,4,0
15393.0,16,2,1
15394.0,10,4,0
15395.0,326,1,1
15396.0,113,1,1
15397.0,290,1,1
15398.0,16,2,1
15399.0,1,3,0
15400.0,92,5,1
15402.0,149,2,1
15405.0,189,1,1
15406.0,31,2,1
15407.0,34,4,0
15408.0,264,1,1
15410.0,84,8,0
15411.0,26,4,0
15412.0,171,1,1
15414.0,10,3,0
15415.0,313,1,1
15416.0,65,4,0
15417.0,85,1,1
15419.0,25,1,1
15421.0,59,4,0
15422.0,323,2,1
15423.0,38,1,1
15424.0,254,2,1
15426.0,19,5,0
15427.0,33,3,0
15428.0,15,1,1
15429.0,27,2,1
15432.0,23,1,1
15433.0,214,2,1
15434.0,8,5,0
15435.0,22,1,1
15436.0,12,3,0
15437.0,262,1,1
15438.0,131,1,1
15440.0,55,3,0
15442.0,249,1,1
15443.0,2,7,0
15444.0,9,2,1
15445.0,264,1,1
15447.0,331,1,1
15448.0,313,1,1
15449.0,26,3,0
15450.0,30,1,1
15452.0,30,3,0
15453.0,2,7,0
15454.0,362,1,1
15456.0,283,3,1
15457.0,262,1,1
15458.0,25,1,1
15460.0,354,1,1
15462.0,94,3,1
15463.0,29,1,1
15464.0,338,1,1
15465.0,20,18,0
15466.0,85,1,1
15467.0,9,3,0
15468.0,51,2,1
15469.0,50,2,1
15471.0,2,1,1
15472.0,113,1,1
15473.0,14,7,0
15475.0,77,1,1
15478.0,40,2,1
15480.0,116,1,1
15482.0,16,12,0
15483.0,161,4,1
15484.0,1,4,0
15485.0,30,3,0
15488.0,93,1,1
15489.0,23,3,0
15491.0,95,6,1
15492.0,28,2,1
15493.0,33,5,0
15494.0,21,2,1
15497.0,18,2,1
15498.0,3,27,0
15500.0,8,4,0
15502.0,16,12,0
15503.0,363,1,1
15504.0,81,1,1
15505.0,53,5,0
15506.0,23,3,0
15507.0,172,1,1
15508.0,189,6,1
15510.0,331,1,1
15511.0,12,5,0
15512.0,156,2,1
15513.0,33,19,0
15514.0,12,11,0
15516.0,45,3,0
15517.0,233,1,1
15518.0,64,8,0
15520.0,2,1,1
15521.0,40,8,0
15522.0,33,2,1
15523.0,84,1,1
15524.0,25,1,1
15525.0,2,3,0
15526.0,33,2,1
15527.0,19,8,0
15528.0,254,1,1
15529.0,23,11,0
15530.0,22,4,0
15531.0,8,2,1
15532.0,25,4,0
15533.0,19,3,0
15535.0,173,4,1
15537.0,163,1,1
15539.0,7,1,1
15540.0,11,1,1
15541.0,114,1,1
15543.0,288,1,1
15544.0,9,9,0
15545.0,54,2,1
15547.0,7,14,0
15549.0,77,3,0
15550.0,4,4,0
15551.0,37,1,1
15552.0,217,1,1
15553.0,60,1,1
15554.0,278,1,1
15555.0,12,16,0
15556.0,24,1,1
15557.0,29,1,1
15561.0,12,4,0
15562.0,352,1,1
15563.0,22,4,0
15565.0,50,2,1
15567.0,19,1,1
15568.0,3,3,0
15569.0,104,5,1
15570.0,7,12,0
15571.0,12,4,0
15572.0,5,7,0
15573.0,32,2,1
15574.0,178,4,1
15576.0,38,1,1
15577.0,151,3,1
15578.0,162,1,1
15579.0,69,2,1
15581.0,121,13,1
15582.0,25,3,0
15584.0,24,4,0
15585.0,177,1,1
15587.0,50,4,0
15589.0,256,3,1
15592.0,47,1,1
15593.0,71,1,1
15594.0,16,5,0
15596.0,101,5,1
15597.0,35,1,1
15598.0,53,1,1
15599.0,27,2,1
15601.0,11,14,0
15602.0,8,9,0
15603.0,79,1,1
15604.0,52,1,1
15605.0,36,5,0
15606.0,61,9,0
15607.0,337,1,1
15608.0,28,4,0
15609.0,184,1,1
15610.0,52,1,1
15611.0,10,13,0
15612.0,36,2,1
15615.0,10,23,0
15618.0,33,4,0
15619.0,11,1,1
15620.0,57,3,0
15621.0,4,4,0
15622.0,43,9,0
15623.0,141,1,1
15624.0,117,4,1
15625.0,104,4,1
15626.0,75,2,1
15628.0,5,9,0
15630.0,45,2,1
15632.0,16,8,0
15634.0,17,1,1
15636.0,90,2,1
15637.0,53,1,1
15639.0,134,1,1
15640.0,4,15,0
15641.0,105,4,1
15643.0,192,3,1
15644.0,166,4,1
15645.0,19,1,1
15646.0,158,3,1
15648.0,204,2,1
15649.0,336,2,1
15651.0,37,3,0
15652.0,91,1,1
15653.0,93,2,1
15654.0,9,2,1
15655.0,243,1,1
15656.0,45,4,0
15657.0,23,1,1
15658.0,190,5,1
15659.0,44,1,1
15660.0,25,9,0
15661.0,317,2,1
15663.0,106,1,1
15664.0,51,1,1
15665.0,168,2,1
15667.0,40,1,1
15668.0,218,1,1
15669.0,40,4,0
15670.0,297,1,1
15671.0,19,7,0
15673.0,88,4,0
15674.0,73,5,0
15675.0,81,3,0
15676.0,19,3,0
15677.0,49,1,1
15678.0,53,1,1
15679.0,24,4,0
15680.0,9,3,0
15681.0,25,5,0
15683.0,117,1,1
15687.0,9,9,0
15689.0,120,2,1
15690.0,4,2,1
15691.0,252,1,1
15692.0,28,1,1
15694.0,1,14,0
15695.0,267,2,1
15696.0,33,8,0
15699.0,18,1,1
15700.0,172,2,1
15701.0,2,4,0
15703.0,265,1,1
15704.0,140,4,1
15705.0,201,1,1
15706.0,64,4,0
15707.0,35,4,0
15708.0,41,7,0
15709.0,284,1,1
15712.0,9,5,0
15713.0,143,2,1
15714.0,12,2,1
15716.0,146,4,1
15717.0,234,1,1
15719.0,33,13,0
15720.0,24,1,1
15721.0,12,1,1
15722.0,36,5,0
15723.0,365,1,1
15724.0,201,2,1
15725.0,15,1,1
15727.0,17,7,0
15729.0,213,1,1
15730.0,66,3,0
15732.0,212,2,1
15733.0,283,1,1
15734.0,115,2,1
15737.0,15,8,0
15738.0,19,16,0
15739.0,66,1,1
15740.0,49,1,1
15743.0,16,4,0
15744.0,78,1,1
15745.0,19,4,0
15746.0,134,1,1
15747.0,13,3,0
15748.0,40,1,1
15749.0,235,3,1
15750.0,3,8,0
15752.0,40,7,0
15753.0,305,1,1
15754.0,51,3,0
15755.0,10,6,0
15756.0,61,4,0
15757.0,66,2,1
15758.0,25,1,1
15759.0,218,3,1
15762.0,65,2,1
15763.0,32,2,1
15764.0,88,6,0
15766.0,64,1,1
15768.0,116,3,1
15769.0,7,26,0
15773.0,6,1,1
15774.0,69,1,1
15775.0,245,1,1
15776.0,133,1,1
15777.0,241,4,1
15780.0,184,3,1
15781.0,25,3,0
15782.0,10,3,0
15783.0,11,1,1
15785.0,33,5,0
15786.0,46,3,0
15787.0,26,3,0
15789.0,358,1,1
15790.0,10,1,1
15791.0,44,2,1
15793.0,15,3,0
15795.0,150,1,1
15796.0,1,8,0
15797.0,113,4,1
15799.0,76,3,0
